,BEI_companyName,BEI_Cohort,BEI_Address,BEI_City,BEI_State,BEI_Zip,BEI_yearEstablished,BEI_NAICSCode,BEI_Sector,BEI_numberOfEmployees,BEI_execName,BEI_execTitle,BEI_execEth,BEI_revenue,BEI_Sustained Revenues >$800K,BEI_Website,BEI_phone,BEI_Strong Leadership and Willing to ready to grow,BEI_Demonstrated Proven Business Model,"BEI_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MBE_Cohort,MBE_Address,MBE_City,MBE_State,MBE_Zip,MBE_yearEstablished,MBE_NAICSCode,MBE_Sector,MBE_numberOfEmployees,MBE_execName,MBE_execTitle,MBE_execEth,MBE_revenue,MBE_Sustained Revenues >$800K,MBE_Website,MBE_phone,MBE_Strong Leadership and Willing to ready to grow,MBE_Demonstrated Proven Business Model,MBE_referenceUSA_indicator,referenceUSA_companyName,"MBE_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MVCF_Address,MVCF_City,MVCF_State,MVCF_Zip,MVCF_yearEstablished,MVCF_NAICSCode,MVCF_Sector,MVCF_numberOfEmployees,MVCF_execName,MVCF_execTitle,MVCF_execEth,MVCF_revenue,MVCF_Sustained Revenues >$800K,MVCF_Website,MVCF_phone,MVCF_Strong Leadership and Willing to ready to grow,MVCF_Demonstrated Proven Business Model,"MVCF_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",NAIC_Address,NAIC_City,NAIC_State,NAIC_Zip,NAIC_yearEstablished,NAIC_NAICSCode,NAIC_sector,NAIC_numberOfEmployees,NAIC_execName,NAIC_execTitle,NAIC_execEth,NAIC_revenue,NAIC_Sustained Revenues >$800K,NAIC_Website,NAIC_phone,NAIC_Strong Leadership and Willing to ready to grow,NAIC_Demonstrated Proven Business Model,"NAIC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",USBC_companyAddress,USBC_City,USBC_State,USBC_Zip,USBC_yearEstablished,USBC_NAICCode,USBC_sector,USBC_numberOfEmployees,USBC_execName,USBC_execTitle,USBC_executiveRace,USBC_revenue,USBC_Sustained Revenues >$800K,USBC_Website,USBC_phone,USBC_Strong Leadership and Willing to ready to grow,USBC_Demonstrated Proven Business Model,"USBC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",RefUSA_address,RefUSA_City,RefUSA_State,RefUSA_Zip,RefUSA_yearEstablished,RefUSA_NAICSCode,RefUSA_sector,RefUSA_numberOfEmployees,RefUSA_execName,RefUSA_execTitle,RefUSA_execEth,RefUSA_revenue,RefUSA_Sustained Revenues >$800K,RefUSA_Website,RefUSA_phone,RefUSA_Strong Leadership and Willing to ready to grow,RefUSA_Demonstrated Proven Business Model,"RefUSA_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",Name,Ethnicity
13122,L D G Home Improvement Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 Spring St # 1 Milford,,MA,1757.0,2016,236118.0,,1_4,Luis D Castro,"president, vice president, treasurer, board member",Hispanic,"$760,000",,,,,,,Luis D Castro,Hispanic
13123,"L Gallagher & Associates Engineering Consultants, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88 Old Oaken Bucket Road Scituate, Massachusetts 2066 United States",,,,,,Certified Contractors,,,,Black,,,,(781) 378-2470,,,,,,,,,,,,,,,,,,,,,,,
13124,L K Cleaning Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 Canton St Lowell,,MA,1851.0,2017,561720.0,,5_9,,,,"$655,000",,,,,,,,
13125,L K Contractor Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77 Winslow St # 1 Everett,,MA,2149.0, NA,238990.0,,1_4,Kelly Aguiar,"owner, president, treasurer",Hispanic,"$661,000",,,,,,,Kelly Aguiar,Hispanic
13126,L K V Cleaning Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 Highland Ave # 1 Everett,,MA,2149.0, NA,561720.0,,5_9,Lilian DE Souza,"president, vice president, treasurer, board member",Hispanic,"$655,000",,,,,,,Lilian DE Souza,Hispanic
13127,L L & N Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107 Selwyn St Roslindale,,MA,2131.0,2017,236220.0,,5_9,,,,"$4,180,000",,,,,,,,
13128,L M E Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 Charlesbank Rd Newton,,MA,2458.0,2016,236115.0,,1_4,Elton Rodrigues,"president, vice president, treasurer, board member",Hispanic,"$1,334,000",,,,,,,Elton Rodrigues,Hispanic
13129,L M General Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47 Congress St # 2 Milford,,MA,1757.0, NA,236115.0,,1_4,Luis M Chuma,"owner, president, vice president, treasurer, board member",African American,"$760,000",,,,,,,Luis M Chuma,African American
13130,L M L Home Improvement Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6121 Avalon Dr Acton,,MA,1720.0,2017,236118.0,,1_4,,,,"$889,000",,,,,,,,
13131,L M Liquors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424 Chelmsford St Lowell,,MA,1851.0, NA,445310.0,,2,Joe Mendonca,owner,Hispanic,"$560,000",,,(978) 458-7111,,,,Joe Mendonca,Hispanic
13132,L M Marble & Granite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218 Worcester St North Grafton,,MA,1536.0, NA,423320.0,,5_9,Nael Alves Ferreira,"president, board member",Hispanic,"$4,642,000",,,(508) 839-6001,,,,Nael Alves Ferreira,Hispanic
13133,L M Pro Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142 Main St # 1r Everett,,MA,2149.0,2016,236115.0,,1_4,Lucas R DE Matos,"president, vice president, treasurer, board member",Hispanic,"$1,334,000",,,,,,,Lucas R DE Matos,Hispanic
13135,L Martinez Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 Union St Revere,,MA,2151.0,1971,236115.0,,5_9,Leonel Martinez,"president, treasurer, board member",Hispanic,"$2,986,000",,,(617) 331-7270,,,,Leonel Martinez,Hispanic
13136,L O Construction Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89 School St # 3 Milford,,MA,1757.0,2016,236115.0,,1_4,Paul A Zapata,"president, vice president, treasurer, board member",Hispanic,"$760,000",,,,,,,Paul A Zapata,Hispanic
13137,L R & Sons Construction Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55 Gates St # 2 Lowell,,MA,1851.0,2016,236115.0,,1_4,Luis Rodriguez,"president, vice president, treasurer, board member",Hispanic,"$1,334,000",,,,,,,Luis Rodriguez,Hispanic
13138,L S Cleaning Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159 Pearl St # 1 Somerville,,MA,2145.0, NA,561720.0,,5_9,Saulo P Batista,"president, vice president, treasurer, board member",Hispanic,"$655,000",,,,,,,Saulo P Batista,Hispanic
13139,L S Construction Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Lamont St Springfield,,MA,1119.0, NA,236115.0,,1_4,Luciano F Soares,"president, treasurer, board member",Hispanic,"$696,000",,,,,,,Luciano F Soares,Hispanic
13140,L S Roofing Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 Nelson St Lynn,,MA,1905.0,2015,238160.0,,5_9,Carolina L Juarez Zacaria,"president, vice president, treasurer, board member",Hispanic,"$706,000",,,,,,,Carolina L Juarez Zacaria,Hispanic
13141,L S Window Svc Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62 Division St Malden,,MA,2148.0, NA,444190.0,,1_4,Luciano Da Silva,"president, board member",Mediterranean,"$2,978,000",,,,,,,Luciano Da Silva,Mediterranean
13142,L T Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 Springdale Ave Dover,,MA,2030.0, NA,238990.0,,1_4,Lawrence Topjain,"president, board member",Uncoded,"$818,000",,,(508) 785-1023,,,,Lawrence Topjain,Uncoded
13143,L T S Hardwood Floor Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 Wheatland St # S03 Somerville,,MA,2145.0,2016,444190.0,,5_9,Levino T Silva Junior,"president, treasurer, board member",Hispanic,"$5,210,000",,,,,,,Levino T Silva Junior,Hispanic
13144,L V Cleaning Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154 Beach St # 1 Revere,,MA,2151.0,2017,561720.0,,5_9,,,,"$662,000",,,,,,,,
13145,L Y M Multiservice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 Berkeley St Lawrence,,MA,1841.0, NA,517312.0,,3,Leybi Marrero,owner,Hispanic,"$2,477,000",,,(978) 208-7002,,,,Leybi Marrero,Hispanic
13146,L-3 Henschel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 Nemco Way Ayer,,MA,1432.0,1919,334220.0,,100,Don Roussinos,president,Uncoded,"$38,268,000",,,(978) 784-1999,,,,Don Roussinos,Uncoded
13147,L-3 KEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 Prince St Northampton,,MA,1060.0,2005,333314.0,,20-49,Ken Bixby,ceo,Western Europe,"$2,576,000",,,(413) 586-2330,,,,Ken Bixby,Western Europe
13148,L-W Construction Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554 N Main St Brockton,,MA,2301.0,2018,236115.0,,1_4,Wilmer A Lopez,owner,Hispanic,"$717,000",,,,,,,Wilmer A Lopez,Hispanic
13149,L3 Advanced Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Wall St # 1 Burlington,,MA,1803.0, NA,561210.0,,50,Thomas Glynn,president,Western Europe,"$1,482,000",,,(781) 270-2100,,,,Thomas Glynn,Western Europe
13150,"La Alianza Hispana, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"409 Dudley Street Roxbury, Massachusetts 2119 United States",,,,,,Certified Contractors,,,,Black,,,,(617) 427-7175,,,,,,,,,,,,,,,,,,,,,,,
13153,LA Casa Hispania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427 Lowell St Lawrence,,MA,1841.0,1998,622210.0,,6,,,,"$570,000",,,(978) 689-7730,,,,,
13154,LA Cava & Sowersby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440 Grand Army Hwy # 6 Somerset,,MA,2726.0,1985,441310.0,,10,Paul LA Cava,owner,Hispanic,"$1,988,000",,,(508) 675-0513,,,,Paul LA Cava,Hispanic
13155,LA Cava Brothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262 Bedford St Fall River,,MA,2723.0,1942,336390.0,,14,Maurice Berube,ceo,Western Europe,"$6,375,000",,,(508) 676-1951,,,,Maurice Berube,Western Europe
13156,LA Chiva Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259 Bennington St Boston,,MA,2128.0, NA,722511.0,,5_9,Rodrigo Angulo,"president, board member",Hispanic,"$598,000",,,(617) 569-6200,,,,Rodrigo Angulo,Hispanic
13157,LA Colmenita De Las Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175 William F Mcclellan Hwy #2 Boston,,MA,2128.0, NA,425120.0,,6,,,,"$12,189,000",,,(617) 568-2512,,,,,
13158,LA Comunidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471 Broadway # 1 Everett,,MA,2149.0, NA,445220.0,,5,Antonio Iraheti,president,Hispanic,"$887,000",,,(617) 387-9996,,,,Antonio Iraheti,Hispanic
13159,LA Conquista Grocery Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307 Broadway Lawrence,,MA,1841.0, NA,445110.0,,1_4,Julio Sanchez,owner,Hispanic,"$544,000",,,(978) 258-6963,,,,Julio Sanchez,Hispanic
13160,LA Cuchara Restaurant Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381 Blue Hill Ave Dorchester,,MA,2121.0, NA,722511.0,,5_9,Rafael E Dume,"president, vice president, treasurer, board member",Western Europe,"$598,000",,,(617) 445-7500,,,,Rafael E Dume,Western Europe
13161,LA Donna Musicale Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 Highland Ave # 2 Arlington,,MA,2476.0, NA,454110.0,,1_4,Lisa Frantzis,president,Uncoded,"$848,000",,,(617) 461-6973,,,,Lisa Frantzis,Uncoded
13162,LA Esquina Del Sabor Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Unity Ave Revere,,MA,2151.0, NA,722511.0,,5_9,Alba L Balbin Maya,"president, board member",Hispanic,"$598,000",,,,,,,Alba L Balbin Maya,Hispanic
13163,LA Favorita Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66 Harvard Ave Allston,,MA,2134.0, NA,722511.0,,5_9,Rosa Ramirez,"president, treasurer, board member",Hispanic,"$598,000",,,(617) 254-0177,,,,Rosa Ramirez,Hispanic
13164,LA Fruteria Supermarket & WHLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 Manchester St Lawrence,,MA,1841.0, NA,445110.0,,3,Marisol Reyes,"owner, board member",Hispanic,"$544,000",,,(978) 681-9977,,,,Marisol Reyes,Hispanic
13165,LA Hacienda Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 Meridian St Boston,,MA,2128.0, NA,722511.0,,12,,,,"$896,000",,,(617) 561-3737,,,,,
13166,LA International Foods Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318 Somerville Ave Somerville,,MA,2143.0, NA,445110.0,,5,Edwardo Cabrera,owner,Hispanic,"$987,000",,,(617) 776-8855,,,,Edwardo Cabrera,Hispanic
13167,LA Joya Automobile Sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420 N Shore Rd Revere,,MA,2151.0, NA,441120.0,,1_4,Miguel Gonzalez,owner,Hispanic,"$1,659,000",,,(781) 284-3097,,,,Miguel Gonzalez,Hispanic
13168,LA Nacional Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116 Union St Lynn,,MA,1902.0, NA,522320.0,,2,,,,"$920,000",,,(781) 581-6390,,,,,
13170,LA Nacional Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345 Centre St Jamaica Plain,,MA,2130.0, NA,561510.0,,2,,,,"$538,000",,,(617) 983-3300,,,,,
13172,LA Parrilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299 Hancock St Dorchester,,MA,2125.0,2016,722511.0,,5_9,Diustin R Cruz,owner,Hispanic,"$598,000",,,(617) 514-3729,,,,Diustin R Cruz,Hispanic
13173,LA Peraviana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3099 Washington St Boston,,MA,2119.0, NA,445110.0,,3,Orlando Pena,"president, manager, treasurer, board member",Hispanic,"$576,000",,,(617) 442-0522,,,,Orlando Pena,Hispanic
13174,LA Rosa's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 Barnard St Andover,,MA,1810.0, NA,722511.0,,10,Paul LA Rosa,owner,Hispanic,"$503,000",,,(978) 475-1777,,,,Paul LA Rosa,Hispanic
13175,LA Rossa Shoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94 Pleasant St South Weymouth,,MA,2190.0, NA,811430.0,,12,William R Larossa,"ceo, president, board member",Mediterranean,"$729,000",,,(781) 335-9631,,,,William R Larossa,Mediterranean
13177,LA Siesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 Woodside Ave Winthrop,,MA,2152.0, NA,722511.0,,20,Martin Vazquez,owner,Hispanic,"$1,494,000",,,(617) 846-2300,,,,Martin Vazquez,Hispanic
13178,LA Taqueria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 Hyde Park Ave Boston,,MA,2130.0,2017,722511.0,,5_9,,,,"$598,000",,,,,,,,
13179,LA Voile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261 Newbury St Boston,,MA,2116.0,1947,722511.0,,40,Stephane Santos,owner,Hispanic,"$2,987,000",,,(617) 587-4200,,,,Stephane Santos,Hispanic
13180,LA Z Parking LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Nassau St Boston,,MA,2111.0, NA,812930.0,,8,,,,"$965,000",,,(617) 695-9007,,,,,
13181,LA-Z-Boy Furniture Galleries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701 Technology Center Dr Stoughton,,MA,2072.0, NA,442110.0,,10,Jim Reilly,vice president,Western Europe,"$2,703,000",,,(781) 341-2212,,,,Jim Reilly,Western Europe
13182,Lab Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72 Cudworth Rd # 2 Webster,,MA,1570.0, NA,621511.0,,2,,,,"$691,000",,,(508) 461-0019,,,,,
13183,Lab Haus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 Arrow St # 22 Cambridge,,MA,2138.0, NA,541310.0,,6,Saraann Logan,vice president,Western Europe,"$1,168,000",,,(617) 945-7264,,,,Saraann Logan,Western Europe
13184,Labelprint America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 Opportunity Way Newburyport,,MA,1950.0,1989,323111.0,,20,John Attayek,ceo,Uncoded,"$3,467,000",,,(978) 463-4004,,,,John Attayek,Uncoded
13185,Labor On Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530 Broadway # 101 Lawrence,,MA,1841.0, NA,561311.0,,9,,,,"$824,000",,,(978) 794-7800,,,,,
13187,Labyrinth Systems Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Bert Dr # 12 West Bridgewater,,MA,2379.0,1997,333999.0,,1_4,Ray Valdes,owner,Hispanic,"$511,000",,,(508) 510-3674,,,,Ray Valdes,Hispanic
13188,Lacava & Berube Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262 Bedford St Fall River,,MA,2723.0, NA,441310.0,,15,Mario Lacava,president,Mediterranean,"$2,982,000",,,(508) 676-1952,,,,Mario Lacava,Mediterranean
13189,Lacava & Sowsersby Auto Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375 Plymouth Ave Fall River,,MA,2721.0,1985,441310.0,,40,John LA Cava,vice president,Hispanic,"$7,950,000",,,(508) 675-0512,,,,John LA Cava,Hispanic
13190,Lacoste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Premium Outlet Blvd # 260 Wrentham,,MA,2093.0, NA,448140.0,,15,Chris Hardisty,vice president,Western Europe,"$2,862,000",,,(508) 384-8095,,,,Chris Hardisty,Western Europe
13192,Laer Realty Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478 Boston Rd Billerica,,MA,1821.0, NA,531210.0,,17,Stacey Alcorn,owner,Western Europe,"$2,312,000",,,(978) 671-0122,,,,Stacey Alcorn,Western Europe
13193,Laflakaent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"po box 4813 Framingham, Massachusetts 1704 United States",,,,,,Certified Contractors,,,,Black,,,,(508) 598-2322,,,,,,,,,,,,,,,,,,,,,,,
13195,Lagoon Dental Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 Lagoon Pond Rd Vineyard Haven,,MA,2568.0, NA,621210.0,,8,,,,"$1,897,000",,,(508) 693-5068,,,,,
